branch,state,name,type,latitude,longitude
Air Force,Texas,"JOINT BASE SAN ANTONIO - LACKLAND, RANDOLPH, FT SAM HOUSTON, CAMP BULLIS",Active,29.382631,-98.613324
Army,South Dakota,JOINT FORCES HEADQUARTERS SD,National Guard,44.083013,-103.266695
Army,Illinois,JOLIET ARMY AMMUNITION PLANT,Active,41.365644,-88.109535
Army,Alaska,JUNEAU AAOF,National Guard,58.35816,-134.56841
Navy,Hawaii,KANEOHE BAY HI MCB,Active,21.444199,-157.753087
Navy,Missouri,KANSAS CITY MO,BRAC,38.842636,-94.552747
Navy,Florida,KEY WEST FL NAS,BRAC,24.574967,-81.690399
Navy,Washington,KEYPORT WA NUWC DIV,Active,47.696674,-122.621589
Air Force,Michigan,KI SAWYER AFB,BRAC,46.342318,-87.38786
FUDS,Michigan,KINCHELOE AIR FORCE BASE,FUDS,46.263333,-84.465278
Navy,Georgia,KINGS BAY GA NSB,Active,30.793459,-81.533326
Navy,Texas,KINGSVILLE TX NAS,Active,28.246275,-98.723874
Army,Hawaii,KALAOLOA FACILITY FORMER BARBERS POINT-NAS,National Guard,21.319268,-158.062494
Army,Illinois,KANKAKEE AASF / READINESS CENTER,National Guard,41.06971,-87.857904
Army,Kansas,KANSAS ARMY AMMUNITION PLANT,BRAC,37.285294,-95.184127
Air Force,Mississippi,KEESLER AFB,Active,30.411388,-88.923615
Air Force,Texas,KELLY AFB,BRAC,29.382026,-98.57852
Air Force,Mississippi,KEY FIELD,National Guard,32.342281,-88.74557
Air Force,Alaska,KING SALMON,Active,58.6919,-156.665184
Air Force,New Mexico,KIRTLAND AFB,Active,35.049035,-106.616694
Air Force,Oregon,KLAMATH FALLS,National Guard,42.162258,-121.743782
Air Force,Alaska,KULIS AIR NATIONAL GUARD BASE,BRAC,61.167444,-149.974894
Army,Marshall Islands,KWAJALEIN ATOLL,Active,8.725917,167.731697
Navy,California,LEMOORE CA NAS,Active,36.319087,-119.934069
Navy,Virginia,LITTLE CREEK VA NAVPHIBSE,Active,36.916243,-76.159639
Army,Louisiana,LAKE CHARLES CHENAULT AIRFIELD,National Guard,30.216782,-93.150759
Army,Missouri,LAKE CITY AMMUNITION PLANT,Active,39.096759,-94.250579
Army,Florida,LAKELAND READINESS CENTER,National Guard,28.054031,-81.944709
Air Force,Missouri,LAMBERT ST. LOUIS,National Guard,38.746263,-90.373372
Army,Michigan,LANSING AIRPORT HANGAR,National Guard,42.768148,-84.571308
Army,Nevada,LAS VEGAS CHEYENNE AASF,National Guard,36.217766,-115.200062
Air Force,Texas,LAUGHLIN AFB,Active,29.358756,-100.785707
Army,Pennsylvania,LETTERKENNY ARMY DEPOT,BRAC,40.02033,-77.701818
Army,Oklahoma,LEXINGTON AASF #1,National Guard,35.016928,-97.335674
Army,Ohio,LIMA ARMY TANK PLANT,Active,40.704096,-84.130938
Army,Nebraska,LINCOLN AASF/READINESS CENTER,National Guard,40.837322,-96.754992
Air Force,Nebraska,LINCOLN MUNICIPAL,National Guard,40.840605,-96.753834
Air Force,Arkansas,LITTLE ROCK AFB,Active,34.911592,-92.146859
Army,California,LOMPOC,BRAC,34.642857,-120.449395
Army,Texas,LONE STAR AAP,BRAC,32.663763,-94.140491
Navy,California,LONG BEACH NS,BRAC,33.742022,-118.233407
Navy,California,LONG BEACH NSY,BRAC,33.751449,-118.259981
Army,Texas,LONGHORN ARMY AMMUNITION PLANT,Active,32.662154,-94.141184
Air Force,Maine,LORING AFB,BRAC,46.939676,-67.905252
Air Force,California,LOS ANGELES AFB,Active,33.91903,-118.381147
Navy,Kentucky,LOUISVILLE CRANE DIVISION DET NOS/NSWC,BRAC,38.170118,-85.758454
Air Force,Colorado,LOWRY AFB,BRAC,39.721058,-104.896974
Air Force,Arizona,LUKE AFB,Active,33.539951,-112.366482
FUDS,Washington,MANCHESTER ANNEX,FUDS,47.5725,-122.550556
Navy,Florida,MAYPORT FL NS,Active,30.382316,-81.42314
Navy,Hawaii,MCB HAWAII,Active,21.383544,-157.97138
Navy,Texas,MCCLENNAN TX NIROP,Active,31.408711,-97.439214
Navy,California,MCMWTC BRIDGEPORT,Active,38.374453,-119.542278
Navy,Pennsylvania,MECHANICSBURG PA NAVICP,Active,40.227695,-76.986598
Navy,Mississippi,MERIDIAN MS NAS,Active,32.553099,-88.569333
Navy,Midway Islands,MIDWAY ISLAND NAF,BRAC,28.209436,-177.378577
Navy,Tennessee,MILLINGTON TN SUPPACT,Active,35.332658,-89.869123
Navy,Minnesota,MINNEAPOLIS MN NIROP,Active,45.055648,-93.276432
Navy,California,MIRAMAR CA MCAS,Active,32.876845,-117.088012
Army,Oregon,MTA CAMP RILEA,National Guard,46.128827,-123.944376
Army,Michigan,MTC-H CAMP GRAYLING AIRFIELD INSTALLATION-WIDE PAI,National Guard,44.630811,-84.777406
Army,Michigan,MTC-H CAMP GRAYLING-CANTONMENT,National Guard,44.681642,-84.727679
Army,Michigan,MTC-H CAMP GRAYLING-MATES,National Guard,44.68625,-84.664931
Army,Wyoming,MTCH CAMP GUERNSEY,National Guard,42.262487,-104.740551
Air Force,Florida,MACDILL AFB,Active,27.844417,-82.506216
Army,Wisconsin,MADISON AASF #2,National Guard,43.125892,-89.337075
Air Force,Montana,MALMSTROM AFB,Active,47.504959,-111.188026
Air Force,Ohio,MANSFIELD,National Guard,40.813367,-82.516612
Army,Ohio,MANSFIELD LAHM FIRE STATION,National Guard,40.759497,-82.510411
Air Force,California,MARCH AFB,BRAC,33.898203,-117.263728
Air Force,California,MARCH AIR RESERVE BASE,Active,33.891333,-117.263874
Navy,California,MARE ISLAND NSY,BRAC,38.091386,-122.275968
Army,Florida,MARIANA READINESS CTR,National Guard,30.774413,-85.227497
Air Force,Maryland,MARTIN STATE,National Guard,39.334037,-76.419037
Army,Texas,MARTINDALE - AASF,National Guard,29.431816,-98.379508
Air Force,California,MATHER AFB,BRAC,38.563659,-121.297211
Air Force,Alabama,MAXWELL-GUNTER AFB,Active,32.382385,-86.359798
Army,Puerto Rico,MAYAQUEZ READINESS CENTER,National Guard,18.252126,-67.154048
Army,Oklahoma,MCALESTER ARMY AMMUNITION PLANT,Active,34.822061,-95.939871
Air Force,California,MCCLELLAN AFB,BRAC,38.660024,-121.400454
Air Force,Kansas,MCCONNELL AFB,Active,37.620787,-97.277092
Army,South Carolina,MCCRADY TRAINING SITE,National Guard,34.011351,-80.719128
Army,South Carolina,MCENTIRE ANG AASF,National Guard,34.766196,-82.3722
Air Force,South Carolina,MCENTIRE AIR GUARD,National Guard,33.922953,-80.80061
Air Force,Tennessee,MCGHEE-TYSON,National Guard,35.812622,-84.000572
Army,Oregon,MCNARY FIELD SALEM AASF,National Guard,44.911671,-122.999689
Air Force,Tennessee,MEMPHIS INTERNATIONAL AIRPORT,National Guard,35.023544,-89.965716
Navy,Tennessee,MEMPHIS NAS MILLINGTON,BRAC,35.332658,-89.869123
Army,Tennessee,MILAN ARMY AMMUNITION PLANT,Active,35.875839,-88.705208
Army,California,MILITARY OCEAN TERMINAL CONCORD,Active,38.053179,-122.018261
Army,North Carolina,MILITARY OCEAN TERMINAL SUNNY POINT,Active,34.018234,-77.973223
Air Force,Minnesota,MINNEAPOLIS-ST PAUL AIR RESERVE STATION,Active,44.890493,-93.206278
Air Force,Minnesota,MINNEAPOLIS-ST PAUL IAP,National Guard,44.890493,-93.206278
Air Force,North Dakota,MINOT AFB,Active,48.41814,-101.34533
Air Force,California,MOFFETT FIELD,National Guard,37.41292,-122.040416
Navy,California,MOFFETT FIELD NAS,BRAC,37.409994,-122.049505
Air Force,Alabama,MONTGOMERY REGIONAL DANNELLY FIELD MONTGOMERY ANGB EESOH-MIS NAME,National Guard,32.304676,-86.40026
Air Force,Georgia,MOODY AFB,Active,30.97,-83.19
Air Force,Arizona,MORRIS TUCSON INTERNATIONAL AIRPORT,National Guard,32.130542,-110.949322
Army,North Carolina,MORRISVILLE AASF #1,National Guard,35.867549,-78.777811
Air Force,Idaho,MOUNTAIN HOME AFB,Active,43.05,-115.87
Army,Indiana,MUSCATATUCK URBAN TRAINING CENTER,National Guard,39.03558,-85.51446
Air Force,South Carolina,MYRTLE BEACH AFB,BRAC,33.672371,-78.934062
Army,Pennsylvania,N PENN,BRAC,40.180274,-75.3384
Navy,Florida,NAS JAX - PR SITES,Active,30.235833,-81.680556
Navy,California,NAS PT MUGU CA NAVAIRWARC,Active,34.112327,-119.110014
FUDS,Rhode Island,NAVAL AUX LANDING FIELD,FUDS,41.370278,-71.663056
Navy,California,NAVBASE CORONADO,Active,32.70192,-117.207393
Navy,California,NAVBASE SAN DIEGO,Active,32.675703,-117.123009
Navy,California,NAVCOMTELSTA STOCKTON,Active,37.951233,-121.360294
Navy,Hawaii,NAVFAC HAWAII P HARBOR,Active,21.341261,-157.949248
Navy,West Virginia,NAVIOCOM SUGAR GROVE,Active,38.520161,-79.279845
Navy,Maryland,NAVSURFWARCEN WBETH DD,Active,38.974883,-77.192403
Navy,Indiana,NAVSURFWARCENDIV CRANE,Active,38.841174,-86.812482
Navy,Washington,NBK MANCHESTER,Active,47.567032,-122.546663
Navy,Maine,NCTAMSLANT DET CUTLER,Active,44.649271,-67.28509
Navy,Connecticut,NEW LONDON CT NSB,Active,41.382289,-72.079331
Navy,Louisiana,NEW ORLEANS LA NAS JRB,Active,29.831333,-90.020908
Navy,Rhode Island,NEWPORT RI NETC,Active,41.529784,-71.308213
Army,California,NG SACRAMENTO MATHER AASF,National Guard,38.581887,-121.464994
Navy,New Jersey,NMC DET EARLE,Active,40.261405,-74.147634
Navy,Virginia,NMC DET YORKTOWN,Active,37.24487,-76.585557
Navy,Hawaii,NMC EAD DET PEARL HARBOR,Active,21.410604,-158.019808
Navy,Virginia,NORFOLK VA FISC,Active,37.21707,-76.486547
Navy,Virginia,NORFOLK VA NB,Active,36.942607,-76.297968
Navy,Guam,NSA ANDERSEN GUAM,Active,13.624263,144.860422
Navy,Virginia,NSA HAMPTON ROADS,Active,36.559099,-76.267485
Navy,Flordia,NSA ORLANDO,Active,28.427079,-81.34611
Navy,Maryland,NSF THURMONT,Active,38.874022,-76.99497
Navy,Florida,NSWC DIV PANAMA CITY,Active,30.172553,-85.7522
Air Force,Tennessee,NASHVILLE METRO,National Guard,36.10977,-86.67588
Army,Massachusetts,NATICK SOLDIER SYSTEMS CENTER,Active,42.289433,-71.363355
Air Force,Nevada,NELLIS AFB,Active,36.235409,-115.034192
Air Force,New Hampshire,NEW BOSTON AIR FORCE STATION,Active,42.976111,-71.694444
Air Force,Delaware,NEW CASTLE,National Guard,39.685975,-75.598668
Air Force,North Carolina,NEW LONDON ANGB STANLY COUNTY AIRPORT,National Guard,35.418988,-80.142222
Air Force,Ohio,NEWARK AFB,BRAC,40.020632,-82.471413
Army,Indiana,NEWPORT CHEMICAL DEPOT,BRAC,39.835604,-87.4313
Air Force,New York,NIAGARA FALLS AIR RESERVE STATION,Active,43.1154,-78.949352
Army,Alaska,NOME AAOF,National Guard,64.497336,-165.400106
Army,Nebraska,NORFOLK FMS #7,National Guard,41.995688,-97.433409
Army,Rhode Island,NORTH SMITHFIELD ,National Guard,41.982569,-71.574498
Air Force,California,NORTON AFB,BRAC,34.09832,-117.24
Air Force,Illinois,O'HARE AIR RESERVE STATION,BRAC,41.974151,-87.90729
Navy,Virginia,OCEANA VA NAS,Active,36.815192,-76.031174
Navy,Washington,OSO JIM CREEK WA NRS,Active,48.1988,-121.931127
Air Force,Nebraska,OFFUTT AFB,Active,41.118417,-95.913041
Air Force,California,ONIZUKA AIR FORCE STATION,BRAC,37.408276,-122.02747
Air Force,California,ONTARIO AIR FORCE STATION,BRAC,34.059651,-117.607659
Army,Idaho,ORCHARD MATES,National Guard,43.297109,-116.056274
Army,Idaho,ORCHARD MATES BOISE,National Guard,43.227526,-116.139019
Navy,Florida,ORLANDO NTC,BRAC,28.427079,-81.34611
Air Force,Massachusetts,OTIS ANG JOINT BASE CAPE COD -MASSACHUSETTS MILITARY RESERVATION,National Guard,41.658201,-70.521583
Navy,South Carolina,PARRIS ISLAND SC MCRD,Active,32.34124,-80.700801
Navy,Maryland,PATUXENT RIVER MD NAS,Active,38.281027,-76.421086
Navy,Hawaii,PEARL HARBOR HI FISC,Active,21.34036,-157.952552
Navy,Hawaii,PEARL HARBOR HI NSY,Active,21.34542,-157.952277
Navy,Florida,PENSACOLA FL NAS,Active,30.352483,-87.312397
Navy,Pennsylvania,PHILADELPHIA PA NSWCSSES,Active,39.891667,-75.178889
Navy,California,PORT HUENEME CA NFELC,Active,34.162891,-119.208418
Navy,Maine,PORTS NSYD PORTS NH,Active,43.08,-70.73417
Navy,Virginia,PORTSMOUTH VA NH,Active,36.846032,-76.307744
Navy,Virginia,PORTSMOUTH VA NORFOLK NSY,Active,36.814023,-76.297398
Navy,Washington,PUGET SOUND  WA NAVSHIPYD,Active,47.56121,-122.633754
Army,Oregon,PANG BASE ENCLAVE,National Guard,45.575709,-122.596726
Army,Arizona,PAPAGO MILITARY RESERVATION,National Guard,33.467442,-111.962139
Army,West Virginia,PARKERSBURG AASF #1,National Guard,39.3525,-81.444962
Air Force,Florida,PATRICK AFB,Active,28.234988,-80.603963
Air Force,New Hampshire,PEASE,National Guard,43.087342,-70.820249
Air Force,New Hampshire,PEASE AFB,BRAC,43.080259,-70.821129
Army,Alabama,PELHAM RANGE,National Guard,33.717961,-85.950265
Army,Oregon,PENDLETON COMPLEX ARMORY / AASF ,National Guard,45.692277,-118.851777
Army,Florida,PENSACOLA ELLYSON FIELD,National Guard,30.529571,-87.203194
Army,Illinois,PEORIA AASF #3 AND AASF #4,National Guard,40.664591,-89.680989
Air Force,Colorado,PETERSON SPACE FORCE BASE,Active,38.820337,-104.696366
Navy,Pennsylvania,PHILADELPHIA NS,BRAC,39.893317,-75.181839
Army,Arizona,PICACHO AVIATION TRAINING SITE,National Guard,32.663333,-111.487222
Army,New Jersey,PICATINNY ARSENAL,Active,40.954318,-74.544627
Army,Arkansas,PINE BLUFF ARSENAL,Active,34.325706,-92.086517
Air Force,Pennsylvania,PITTSBURGH ANGB,National Guard,40.478344,-80.219728
Air Force,Pennsylvania,PITTSBURGH AIR RESERVE STATION,Active,40.440625,-79.995886
Army,Florida,PLANT CITY READINESS CENTER,National Guard,28.01929,-82.111386
Air Force,New York,PLATTSBURGH AFB,BRAC,44.683551,-73.447904
Navy,California,POINT MOLATE NFD,BRAC,37.948611,-122.413611
Air Force,Oregon,PORTLAND INTERNATIONAL AIRPORT PORTLAND EESOH-MIS NAME,National Guard,45.579239,-122.596063
Army,California,PRESIDIO OF MONTEREY,Active,36.603254,-121.912102
Army,California,PRESIDIO OF MONTEREY - SHARPE ARMY DEPOT,Active,37.853982,-121.265966
Army,Maine,PRESQUE ISLE SFRO,National Guard,46.696739,-68.012155
Army,Colorado,PUEBLO ARMY DEPOT ACTIVE,Active,38.312452,-104.329652
Army,Colorado,PUEBLO ARMY DEPOT BRAC,BRAC,38.312452,-104.329652
Air Force,Puerto Rico,PUERTO RICO MUNIZ INTERNATIONAL AIRPORT LUIS MUNIZ MARIN EESOH-MIS NAME,National Guard,18.443918,-65.99407
Navy,Puerto Rico,PUERTO RICO NA/NAVACT,BRAC,18.233086,-65.631263
Navy,Washington,PUGET SOUND NS SAND POINT,BRAC,47.681039,-122.255505
Navy,Virginia,QUANTICO VA MCCOMBDEV CMD,Active,38.552402,-77.455927
Army,Rhode Island,QUONSET  POINT-AASF,National Guard,41.594126,-71.41363
Air Force,Rhode Island,QUONSET POINT STATE AIRPORT,National Guard,41.598549,-71.417641
Navy,West Virginia,ROCKET CTR WVA WV ABL MNR,Active,39.548997,-78.845708
Navy,Puerto Rico,ROOSEVELT ROADS RQ CGARCA,Active,18.233086,-65.631263
Army,Virginia,RADFORD ARMY AMMUNITION PLANT,Active,37.187356,-80.542083
Army,South Dakota,RAPID CITY AIRPORT COMPLEX,National Guard,44.080166,-103.266979
Army,Texas,RED RIVER ARMY DEPOT,BRAC,33.433741,-94.355672
Army,Alabama,REDSTONE ARSENAL,Active,34.633164,-86.657219
Air Force,Texas,REESE AFB,BRAC,33.589496,-102.034815
Army,Nevada,RENO AASF,National Guard,39.671694,-119.893777
Air Force,Nevada,RENO TAHOE,National Guard,39.49979,-119.772936
Air Force,Missouri,RICHARDS-GEBAUR AFB,BRAC,39.08569,-94.586702
Air Force,Virginia,RICHMOND INTERNATIONAL AIRPORT BYRD FIELD,National Guard,37.509163,-77.30822
Air Force,Ohio,RICKENBACKER,BRAC,39.811614,-82.941642
Army,Ohio,RICKENBACKER MTA - AASF #2,National Guard,39.805031,-82.951463
Army,California,RIO VISTA,BRAC,38.172394,-121.688847
Army,New Mexico,RIORANCHO,National Guard,35.373479,-106.652026
Army,Delaware,RIVER ROAD TRAINING SITE,National Guard,39.633474,-75.607116
Army,California,RIVERBANK ARMY AMMUNITION PLANT,BRAC,37.713765,-120.918763
Air Force,Georgia,ROBINS AFB,Active,32.642862,-83.586503
Army,New York,ROCHESTER READINESS CENTER/AASF #2,National Guard,43.113719,-77.673123
Army,Illinois,ROCK ISLAND ARSENAL,Active,41.517075,-90.541156
Army,Colorado,ROCKY MOUNTAIN ARSENAL,Active,39.835444,-104.838101
Army,New York,RONKONKOMA READINESS CENTER/AASF #1 ,National Guard,40.788941,-73.105192
Air Force,Missouri,ROSECRANS MEMORIAL,National Guard,39.766778,-94.902186
Army,California,ROSEVILLE ARMORY,National Guard,38.757937,-121.295415
Air Force,New York,ROSLYN AIR NATIONAL GUARD STATION,BRAC,40.796389,-73.626944
Army,New Mexico,ROSWELL ,National Guard,33.409744,-104.523304
Navy,California,SAN DIEGO CA AUXLNDFLD,Active,33.022476,-118.584411
Navy,California,SAN DIEGO CA FASWTC PAC,Active,32.724696,-117.218432
Navy,California,SAN DIEGO CA NISE-WEST,Active,32.748674,-117.197009
Navy,Puerto Rico,SAN JUAN PR MCRC,Active,18.454409,-66.096757
Navy,California,SAN NICOLAS IS CA OLF,Active,34.034917,-120.367805
Navy,Florida,SAUFLEY FLD FL NAS,Active,30.470444,-87.341373
Navy,California,SEAL BEACH CA WPNSUPFAC,Active,33.750466,-118.064189
Navy,Maryland,SOLOMONS MD NRECC,Active,38.336478,-76.471379
Navy,California,SPAWARSYSCEN PACIFIC SD,Active,32.6965,-117.249459
Navy,Maryland,ST INIGOES MD NAVELEXSYS,Active,38.144615,-76.428733
Army,California,SACRAMENTO ARMY DEPOT,BRAC,38.525141,-121.394502
Army,Texas,SAGINAW BURN PIT AREA ,National Guard,32.860272,-97.349512
Army,Kansas,SALINA AASF #2,National Guard,38.783749,-97.641329
Army,North Carolina,SALISBURY AASF #2,National Guard,35.647035,-80.524745
Air Force,Utah,SALT LAKE CITY,National Guard,40.788665,-111.958434
Army,New Mexico,SANTA FE AASF,National Guard,35.569717,-106.081046
Army,Illinois,SAVANNA ARMY DEPOT,BRAC,42.189466,-90.243143
Air Force,Georgia,SAVANNAH INTERNATIONAL AIRPORT,National Guard,32.131157,-81.188745
Air Force,New York,SCHENECTADY AIRPORT,National Guard,42.852486,-73.923171
Air Force,Colorado,SCHRIEVER SPACE FORCE BASE,Active,38.80338,-104.52564
Air Force,Illinois,SCOTT AFB,Active,38.541451,-89.85369
Army,Pennsylvania,SCRANTON ARMY AMMUNITION PLANT,Active,41.404179,-75.665909
Air Force,Michigan,SELFRIDGE,National Guard,42.613489,-82.836852
Army,New York,SENECA ARMY AMMUNITION PLANT,BRAC,42.805,-77.063
Air Force,North Carolina,SEYMOUR JOHNSON AFB,Active,35.348746,-77.967841
Air Force,South Carolina,SHAW AFB,Active,33.97,-80.47
Army,Indiana,SHELBYVILLE AASF,National Guard,39.57896,-85.811024
Air Force,Texas,SHEPPARD AFB,Active,33.976016,-98.500712
Army,California,SIERRA ARMY DEPOT,Active,40.226086,-120.129838
Army,California,SIERRA ARMY DEPOT BRAC,BRAC,40.226086,-120.129838
Army,Arizona,SILVER BELL ARMY HELIPORT,National Guard,32.522872,-111.333462
Air Force,Iowa,SIOUX GATEWAY SIOUX CITY SIOUX CTY APT ANG EESOH-MIS NAME,National Guard,42.394901,-96.373373
Army,Vermont,SOUTH BURLINGTONAASF /  READINESS CENTER  ,National Guard,44.476535,-73.149487
Navy,Massachusetts,SOUTH WEYMOUTH NAS,BRAC,42.152399,-70.939759
Army,Illinois,SPARTA ARMORY,National Guard,38.145232,-89.712921
Army,Missouri,SPRINGFIELD AVCRAD,National Guard,37.224211,-93.268893
Air Force,Illinois,SPRINGFIELD MUNICIPAL CAPITAL,National Guard,39.848093,-89.667264
Air Force,Ohio,SPRINGFIELD-BECKLEY MUNICIPAL,National Guard,39.849242,-83.835456
Army,Minnesota,ST CLOUD AASF,National Guard,45.564876,-94.177419
Army,Missouri,ST LOUIS ARMY AMMUNITION PLANT,Active,38.698761,-90.263089
Army,New Hampshire,STAFFORD TS - NEW HAMPSHIRE TS,National Guard,43.27781,-71.122221
Air Force,Kentucky,STANDIFORD FIELD AIR NATIONAL GUARD,National Guard,38.177675,-85.724723
Army,New Hampshire,STATE MILITARY RESERVATION,National Guard,43.2106,-71.51292
Army,Delaware,STERN ARMORY,National Guard,39.729189,-75.623478
Air Force,New York,STEWART INTERNATIONAL AIRPORT,National Guard,41.501428,-74.084417
Army,California,STOCKTON AASF,National Guard,37.885881,-121.247291
Army,Massachusetts,SUDBURY,BRAC,42.385,-71.412
Army,Kansas,SUNFLOWER ARMY AMMUNITION PLANT,Active,38.939032,-94.996585
Army,Utah,SUSTAINED AIRBORNE TNG FAC,National Guard,40.434581,-111.929272
Army,Mississippi,TASMG GULFPORT,National Guard,30.416187,-89.062874
Army,Vermont,TS ETHAN ALLEN RANGE,National Guard,44.509889,-73.163555
Navy,California,TWENTYNINE PALMS CA MAGCC,Active,34.459034,-116.138234
Army,North Carolina,TARHEEL ARMY MISSILE PLANT,Active,36.09806,-79.407845
Army,Arizona,TEMPE READINESS CENTER,National Guard,33.422538,-111.923516
Air Force,Oklahoma,TINKER AFB,Active,35.425779,-97.391055
Army,Pennsylvania,TOBYHANNA ARMY DEPOT,Active,41.197729,-75.429918
Air Force,Ohio,TOLEDO EXPRESS,National Guard,41.589331,-83.794041
Army,Utah,TOOELE ARMY DEPOT,BRAC,40.527728,-112.414296
Army,Utah,TOOELE ARMY DEPOT SOUTH DESERET CHEMICAL DEPOT,Active,40.296828,-112.342989
Army,Kansas,TOPEKA FORBES FIELD AASF #1,National Guard,38.958398,-95.678074
Air Force,California,TRAVIS AFB,Active,38.263067,-121.949698
Navy,California,TREASURE ISLAND NS,BRAC,37.818506,-122.371651
Navy,New Jersey,TRENTON NAWC-AD,BRAC,40.269412,-74.810988
Air Force,Wisconsin,TRUAX FIELD,National Guard,43.1311,-89.3353
Army,Oklahoma,TULSA AASF #2,National Guard,36.30253,-95.855222
Air Force,Oklahoma,TULSA INTERNATIONAL AIRPORT,National Guard,36.21625,-95.876816
Navy,California,TUSTIN MCAS,BRAC,33.707869,-117.824838
Army,Minnesota,TWIN CITIES ARMY AMMUNITION PLANT,Active,45.096519,-93.163245
Air Force,Florida,TYNDALL AFB,Active,30.042994,-85.535472
Army,Alaska,"US, AK, ALCANTRA ARMORY COMPLEX",National Guard,61.60206,-149.36119
Army,Arizona,"US, AZ, BUCKEYE TNG SITE",National Guard,33.4526,-112.5918
Army,Connecticut,"US, CT, STONE'S RANCH MIL RES",National Guard,41.35269,-72.25715
Army,Florida,"US, FL, MARIANNA READINESS CENTER",National Guard,30.78616,-85.293262
Army,Florida,"US, FL, OCALA READINESS CENTER",National Guard,29.170393,-82.147543
Army,Indiana,"US, IN, LAPORTE ARMORY",National Guard,41.596983,-86.745424
Army,Indiana,"US, IN, TERRE HAUTE NG SITE",National Guard,39.492584,-87.365761
Army,Indiana,"US, IN, WARSAW ARMORY",National Guard,41.284313,-85.849594
Army,Massachusetts,"US, MA, GRANBY RESERVE CENTER",Reserves,42.225178,-72.492902
Army,Maryland,"US, MD, CAMP BAKER",National Guard,39.645291,-78.3543
Army,Maryland,"US, MD, CAMP FRETTERD READINESS CENTER",National Guard,39.499969,-76.838432
Army,Maryland,"US, MD, FREDERICK READINESS CENTER",National Guard,39.399547,-77.372895
Army,Maryland,"US, MD, GUNPOWDER MIL RES",National Guard,39.429279,-76.507179
Army,Maryland,"US, MD, LA PLATA READINESS CENTER",National Guard,38.548904,-77.040696
Army,Maryland,"US, MD, QUEEN ANNE READINESS CENTER",National Guard,38.964497,-75.96453
Army,Maryland,"US, MD, SSG ISADORE S. JACHMAN RESERVE CENTER",Reserves,39.454986,-76.728527
Army,Maine,"US, ME, BANGOR AIR GUARD TNG SITE",National Guard,44.817278,-68.820141
Army,Maine,"US, ME, BOG BROOK TRAINING SITE",National Guard,44.398208,-70.932335
Army,Michigan,"US, MI, BELMONT ARMORY",National Guard,43.102064,-85.625675
Army,Michigan,"US, MI, JACKSON READINESS CENTER",National Guard,42.318187,-84.387835
Army,Montana,"US, MT, BILLINGS NG SITE",National Guard,45.745376,-108.590158
Army,North Carolina,"US, NC, CAMP BUTNER",National Guard,36.183018,-78.79332
Army,North Dakota,"US, ND, CAMP DAVIS",National Guard,47.08233,-98.016922
Army,North Dakota,"US, ND, CAMP GRAFTON",National Guard,48.055229,-98.898078
Army,North Dakota,"US, ND, GARRISON NG SITE",National Guard,48.282685,-101.303223
Army,Nebraska,"US, NE, CAMP ASHLAND",National Guard,41.073296,-96.340028
Army,Nebraska,"US, NE, GREENLIEF TRAINING SITE",National Guard,41.346298,-97.721485
Army,Nebraska,"US, NE, MEAD TNG SITE",National Guard,40.8573,-96.749739
Army,Nebraska,"US, NE, NORFOLK NG SITE",National Guard,42.024049,-97.405766
Army,New Jersey,"US, NJ, BRIDGETON NG SITE",National Guard,39.7085,-75.32131
Army,New Jersey,"US, NJ, FLEMINGTON NG SITE",National Guard,40.507681,-74.911351
Army,New Jersey,"US, NJ, FORT DIX NG TNG SITE",National Guard,40.029072,-74.63844
Army,New Jersey,"US, NJ, FRANKLIN NG SITE",National Guard,39.610433,-74.327486
Army,Nevada,"US, NV, GEORGE W. DUNAWAY RESERVE CENTER",Reserves,35.938919,-115.1982
Army,New York,"US, NY, HORSEHEAD TNG SITE",National Guard,42.140672,-76.813525
Army,New York,"US, NY, SSG FREDERICK J. III JR. RESERVE CENTER",Reserves,41.542331,-74.34167
Army,Ohio,"US, OH, CAMP TARLTON",National Guard,39.564807,-82.772128
Army,Oklahoma,"US, OK, MIDWEST CITY READINESS CENTER",National Guard,35.451109,-97.423764
Army,Oregon,"US, OR, BEND NG SITE COTEF",National Guard,44.28035,-121.184461
Army,Oregon,"US, OR, CHRISTMAS VALLEY AFS",National Guard,43.279167,-120.379167
Army,Oregon,"US, OR, GRANTS PASS ARMORY",National Guard,42.504389,-123.384125
Army,Oregon,"US, OR, LANE COUNTY AFRC",National Guard,44.045542,-123.117672
Army,Oregon,"US, OR, LEBANON MOTOR POOL NG SITE",National Guard,44.5371,-122.91189
Army,Oregon,"US, OR, ONTARIO READINESS CENTER",National Guard,44.922407,-123.004855
Army,Oregon,"US, OR, ROSEBURG ARMORY",National Guard,43.252847,-123.35372
Army,Oregon,"US, OR, SALEM ANDERSON READINESS CENTER",National Guard,44.929955,-122.99834
Army,Pennsylvania,"US, PA, AMSA 103",Reserves,41.2602,-75.828801
Army,Pennsylvania,"US, PA, NEW MILFORD READINESS CENTER",National Guard,41.867829,-75.671767
Army,Pennsylvania,"US, PA, WILLIAMSTOWN READINESS CENTER",National Guard,40.575394,-76.62543
Army,Rhode Island,"US, RI, COVENTRY TNG SITE",National Guard,41.72129,-71.597556
Army,South Dakota,"US, SD, CUSTER TNG SITE",National Guard,44.0764,-103.29704
